"Mod name","Registry name","Entity class name","ID"
"Grimoire of Gaia 3","grimoireofgaia:dullahan","EntityGaiaDullahan",23
"Grimoire of Gaia 3","grimoireofgaia:dwarf","EntityGaiaDwarf",24
"Grimoire of Gaia 3","grimoireofgaia:ender_dragon_girl","EntityGaiaEnderDragonGirl",25
"Grimoire of Gaia 3","grimoireofgaia:ender_eye","EntityGaiaEnderEye",26
"Grimoire of Gaia 3","grimoireofgaia:ender_girl","EntityGaiaNPCEnderGirl",74
"Grimoire of Gaia 3","grimoireofgaia:flesh_lich","EntityGaiaFleshLich",27
"Grimoire of Gaia 3","grimoireofgaia:gelatinous_slime","EntityGaiaGelatinousSlime",28
"Grimoire of Gaia 3","grimoireofgaia:goblin","EntityGaiaGoblin",29
"Grimoire of Gaia 3","grimoireofgaia:goblin_feral","EntityGaiaGoblinFeral",30
"Grimoire of Gaia 3","grimoireofgaia:gorgon","EntityGaiaGorgon",71
"Grimoire of Gaia 3","grimoireofgaia:gryphon","EntityGaiaGryphon",32
"Grimoire of Gaia 3","grimoireofgaia:harpy","EntityGaiaHarpy",33
"Grimoire of Gaia 3","grimoireofgaia:harpy_wizard","EntityGaiaHarpyWizard",34
"Grimoire of Gaia 3","grimoireofgaia:holstaurus","EntityGaiaNPCHolstaurus",76
"Grimoire of Gaia 3","grimoireofgaia:horse","EntityGaiaHorse",35
"Grimoire of Gaia 3","grimoireofgaia:hunter","EntityGaiaHunter",36
"Grimoire of Gaia 3","grimoireofgaia:illager_fire","EntityGaiaIllagerFire",37
"Grimoire of Gaia 3","grimoireofgaia:illager_inquisitor","EntityGaiaIllagerInquisitor",38
"Grimoire of Gaia 3","grimoireofgaia:kikimora","EntityGaiaKikimora",39
"Grimoire of Gaia 3","grimoireofgaia:kobold","EntityGaiaKobold",40
"Grimoire of Gaia 3","grimoireofgaia:magic","EntityGaiaProjectileMagic",89
"Grimoire of Gaia 3","grimoireofgaia:magic_random","EntityGaiaProjectileMagicRandom",90
"Grimoire of Gaia 3","grimoireofgaia:mandragora","EntityGaiaMandragora",78
"Grimoire of Gaia 3","grimoireofgaia:matango","EntityGaiaMatango",41
"Grimoire of Gaia 3","grimoireofgaia:mermaid","EntityGaiaMermaid",42
"Grimoire of Gaia 3","grimoireofgaia:mimic","EntityGaiaMimic",79
"Grimoire of Gaia 3","grimoireofgaia:minotaur","EntityGaiaMinotaur",43
"Grimoire of Gaia 3","grimoireofgaia:minotaurus","EntityGaiaMinotaurus",44
"Grimoire of Gaia 3","grimoireofgaia:mite","EntityGaiaMite",31
"Grimoire of Gaia 3","grimoireofgaia:mummy","EntityGaiaMummy",46
"Grimoire of Gaia 3","grimoireofgaia:naga","EntityGaiaNaga",47
"Grimoire of Gaia 3","grimoireofgaia:nine_tails","EntityGaiaNineTails",48
"Grimoire of Gaia 3","grimoireofgaia:oni","EntityGaiaOni",49
"Grimoire of Gaia 3","grimoireofgaia:orc","EntityGaiaOrc",50
"Grimoire of Gaia 3","grimoireofgaia:poison","EntityGaiaProjectilePoison",91
"Grimoire of Gaia 3","grimoireofgaia:satyress","EntityGaiaSatyress",51
"Grimoire of Gaia 3","grimoireofgaia:selkie","EntityGaiaSelkie",52
"Grimoire of Gaia 3","grimoireofgaia:shaman","EntityGaiaShaman",53
"Grimoire of Gaia 3","grimoireofgaia:sharko","EntityGaiaSharko",54
"Grimoire of Gaia 3","grimoireofgaia:siren","EntityGaiaSiren",55
"Grimoire of Gaia 3","grimoireofgaia:slime_girl","EntityGaiaNPCSlimeGirl",73
"Grimoire of Gaia 3","grimoireofgaia:sludge_girl","EntityGaiaSludgeGirl",56
"Grimoire of Gaia 3","grimoireofgaia:small_fireball","EntityGaiaProjectileSmallFireball",92
"Grimoire of Gaia 3","grimoireofgaia:spawner_beholder","EntityGaiaSpawnerBeholder",80
"Grimoire of Gaia 3","grimoireofgaia:spawner_ender_dragon_girl","EntityGaiaSpawnerEnderDragonGirl",81
"Grimoire of Gaia 3","grimoireofgaia:spawner_gorgon","EntityGaiaSpawnerGorgon",82
"Grimoire of Gaia 3","grimoireofgaia:spawner_minotaur","EntityGaiaSpawnerMinotaur",83
"Grimoire of Gaia 3","grimoireofgaia:spawner_sphinx","EntityGaiaSpawnerSphinx",84
"Grimoire of Gaia 3","grimoireofgaia:spawner_valkyrie","EntityGaiaSpawnerValkyrie",85
"Grimoire of Gaia 3","grimoireofgaia:spawner_vampire","EntityGaiaSpawnerVampire",86
"Grimoire of Gaia 3","grimoireofgaia:sphinx","EntityGaiaSphinx",57
"Grimoire of Gaia 3","grimoireofgaia:sporeling","EntityGaiaSporeling",59
"Grimoire of Gaia 3","grimoireofgaia:spriggan","EntityGaiaSpriggan",58
"Grimoire of Gaia 3","grimoireofgaia:succubus","EntityGaiaSuccubus",60
"Grimoire of Gaia 3","grimoireofgaia:toad","EntityGaiaToad",61
"Grimoire of Gaia 3","grimoireofgaia:trader","EntityGaiaNPCTrader",75
"Grimoire of Gaia 3","grimoireofgaia:valkyrie","EntityGaiaValkyrie",62
"Grimoire of Gaia 3","grimoireofgaia:vampire","EntityGaiaVampire",65
"Grimoire of Gaia 3","grimoireofgaia:vase","EntityGaiaPropVase",63
"Grimoire of Gaia 3","grimoireofgaia:vase_nether","EntityGaiaPropVaseNether",64
"Grimoire of Gaia 3","grimoireofgaia:web","EntityGaiaProjectileWeb",93
"Grimoire of Gaia 3","grimoireofgaia:werecat","EntityGaiaWerecat",66
"Grimoire of Gaia 3","grimoireofgaia:weresheep","EntityGaiaNPCWeresheep",77
"Grimoire of Gaia 3","grimoireofgaia:witch","EntityGaiaWitch",67
"Grimoire of Gaia 3","grimoireofgaia:wither_cow","EntityGaiaWitherCow",68
"Grimoire of Gaia 3","grimoireofgaia:yeti","EntityGaiaYeti",69
"Grimoire of Gaia 3","grimoireofgaia:yuki-onna","EntityGaiaYukiOnna",70
"Harvest Festival Legacy","harvestfestival:basket","EntityBasket",14
"Harvest Festival Legacy","harvestfestival:builder","EntityNPCBuilder",1
"Harvest Festival Legacy","harvestfestival:chicken","EntityHarvestChicken",5
"Harvest Festival Legacy","harvestfestival:cow","EntityHarvestCow",3
"Harvest Festival Legacy","harvestfestival:dark_chick","EntityDarkChick",9
"Harvest Festival Legacy","harvestfestival:dark_chicken","EntityDarkChicken",8
"Harvest Festival Legacy","harvestfestival:dark_cow","EntityDarkCow",6
"Harvest Festival Legacy","harvestfestival:dark_sheep","EntityDarkSheep",7
"Harvest Festival Legacy","harvestfestival:goddess","EntityNPCGoddess",10
"Harvest Festival Legacy","harvestfestival:hook","EntityFishHookHF",11
"Harvest Festival Legacy","harvestfestival:miner","EntityNPCMiner",13
"Harvest Festival Legacy","harvestfestival:sheep","EntityHarvestSheep",4
"Harvest Festival Legacy","harvestfestival:villager","EntityNPCVillager",0
"Harvester's Night","harvestersnight:harvester","EntityHarvester",1
"Ice and Fire","iceandfire:amphithere","EntityAmphithere",934
"Ice and Fire","iceandfire:amphitherearrow","EntityAmphithereArrow",935
"Ice and Fire","iceandfire:cyclops","EntityCyclops",917
"Ice and Fire","iceandfire:deathworm","EntityDeathWorm",920
"Ice and Fire","iceandfire:deathwormegg","EntityDeathWormEgg",921
"Ice and Fire","iceandfire:dragonarrow","EntityDragonArrow",902
"Ice and Fire","iceandfire:dragonegg","EntityDragonEgg",901
"Ice and Fire","iceandfire:dragonfire","EntityDragonFire",904
"Ice and Fire","iceandfire:dragonfirecharge","EntityDragonFireCharge",908
"Ice and Fire","iceandfire:dragonice","EntityDragonIceProjectile",906
"Ice and Fire","iceandfire:dragonicecharge","EntityDragonIceCharge",909
"Ice and Fire","iceandfire:dragonskull","EntityDragonSkull",903
"Ice and Fire","iceandfire:firedragon","EntityFireDragon",905
"Ice and Fire","iceandfire:gorgon","EntityGorgon",914
"Ice and Fire","iceandfire:hippocampus","EntityHippocampus",919
"Ice and Fire","iceandfire:hippogryph","EntityHippogryph",912
"Ice and Fire","iceandfire:hippogryphegg","EntityHippogryphEgg",911
"Ice and Fire","iceandfire:icedragon","EntityIceDragon",907
"Ice and Fire","iceandfire:if_cockatrice","EntityCockatrice",922
"Ice and Fire","iceandfire:if_cockatriceegg","EntityCockatriceEgg",923
"Ice and Fire","iceandfire:if_pixie","EntityPixie",915
"Ice and Fire","iceandfire:if_troll","EntityTroll",927
"Ice and Fire","iceandfire:myrmex_egg","EntityMyrmexEgg",933
"Ice and Fire","iceandfire:myrmex_queen","EntityMyrmexQueen",932
"Ice and Fire","iceandfire:myrmex_royal","EntityMyrmexRoyal",931
"Ice and Fire","iceandfire:myrmex_sentinel","EntityMyrmexSentinel",930
"Ice and Fire","iceandfire:myrmex_soldier","EntityMyrmexSoldier",929
"Ice and Fire","iceandfire:myrmex_worker","EntityMyrmexWorker",928
"Ice and Fire","iceandfire:seaserpent","EntitySeaSerpent",936
"Ice and Fire","iceandfire:seaserpentarrow","EntitySeaSerpentArrow",938
"Ice and Fire","iceandfire:seaserpentbubble","EntitySeaSerpentBubbles",937
"Ice and Fire","iceandfire:siren","EntitySiren",918
"Ice and Fire","iceandfire:snowvillager","EntitySnowVillager",910
"Ice and Fire","iceandfire:stonestatue","EntityStoneStatue",913
"Ice and Fire","iceandfire:stymphalianarrow","EntityStymphalianArrow",926
"Ice and Fire","iceandfire:stymphalianbird","EntityStymphalianBird",924
"Ice and Fire","iceandfire:stymphalianfeather","EntityStymphalianFeather",925
"Immersive Engineering","immersiveengineering:chemthrowershot","EntityChemthrowerShot",4
"Immersive Engineering","immersiveengineering:explosive","EntityIEExplosive",7
"Immersive Engineering","immersiveengineering:fluorescenttube","EntityFluorescentTube",8
"Immersive Engineering","immersiveengineering:railgunshot","EntityRailgunShot",5
"Immersive Engineering","immersiveengineering:revolvershot","EntityRevolvershot",0
"Immersive Engineering","immersiveengineering:revolvershotflare","EntityRevolvershotFlare",6
"Immersive Engineering","immersiveengineering:revolvershothoming","EntityRevolvershotHoming",2
"Immersive Engineering","immersiveengineering:revolvershotwolfpack","EntityWolfpackShot",3
"Immersive Engineering","immersiveengineering:skylinehook","EntitySkylineHook",1
"Inspirations","inspirations:arrow","EntityModArrow",0
"Koopa's Critters","koopascritters:africanlandsnail","EntityCustom",41
"Koopa's Critters","koopascritters:asianleopardcat","EntityCustom",47
"Koopa's Critters","koopascritters:bahamianrockiguana","EntityCustom",43
"Koopa's Critters","koopascritters:californiaquail","EntityCustom",17
"Koopa's Critters","koopascritters:chinesecavegecko","EntityCustom",65
"Koopa's Critters","koopascritters:chinstrappenguin","EntityCustom",31
"Koopa's Critters","koopascritters:chuckwalla","EntityCustom",19
"Koopa's Critters","koopascritters:desertrainfrog","EntityCustom",56
"Koopa's Critters","koopascritters:entitybulletcaliforniaquailegg","EntityArrowCustom",62
"Koopa's Critters","koopascritters:entitybulletguineafowlegg","EntityArrowCustom",55
"Koopa's Critters","koopascritters:firesalamander","EntityCustom",35
"Koopa's Critters","koopascritters:guineafowl","EntityCustom",15
"Koopa's Critters","koopascritters:impala","EntityCustom",5
"Koopa's Critters","koopascritters:maraboustork","EntityCustom",25
"Koopa's Critters","koopascritters:marsupualmole","EntityCustom",58
"Koopa's Critters","koopascritters:munjacdeer","EntityCustom",11
"Koopa's Critters","koopascritters:northernrockhopperpenguin","EntityCustom",3
"Koopa's Critters","koopascritters:pallascat","EntityCustom",29
"Koopa's Critters","koopascritters:rainbowrocklizard","EntityCustom",13
"Koopa's Critters","koopascritters:redpandakc","EntityCustom",60
"Koopa's Critters","koopascritters:rosyboa","EntityCustom",23
"Koopa's Critters","koopascritters:serval","EntityCustom",21
"Koopa's Critters","koopascritters:slowloris","EntityCustom",53
"Koopa's Critters","koopascritters:spoonbill_kc","EntityCustom",67
"Koopa's Critters","koopascritters:sulcatatortoise","EntityCustom",51
"Koopa's Critters","koopascritters:treelobster","EntityCustom",49
"Koopa's Critters","koopascritters:tricolorhognose","EntityCustom",63
"Koopa's Critters","koopascritters:ukarimonkey","EntityCustom",33
"Koopa's Critters","koopascritters:viscacha","EntityCustom",27
"Koopa's Critters","koopascritters:yelloweyedpenguin","EntityCustom",1
"Koopa's Critters","koopascritters:yellowfootedtortoise","EntityCustom",9
"Lycanites Mobs","lycanitesmobs:abaia","EntityAbaia",220
"Lycanites Mobs","lycanitesmobs:abtu","EntityAbtu",143
"Lycanites Mobs","lycanitesmobs:aegis","EntityAegis",182
"Lycanites Mobs","lycanitesmobs:afrit","EntityAfrit",148
"Lycanites Mobs","lycanitesmobs:aglebemu","EntityAglebemu",127
"Lycanites Mobs","lycanitesmobs:amalgalich","EntityAmalgalich",121
"Lycanites Mobs","lycanitesmobs:archvile","EntityArchvile",161
"Lycanites Mobs","lycanitesmobs:argus","EntityArgus",218
"Lycanites Mobs","lycanitesmobs:arisaur","EntityArisaur",101
"Lycanites Mobs","lycanitesmobs:arix","EntityArix",109
"Lycanites Mobs","lycanitesmobs:asmodeus","EntityAsmodeus",132
"Lycanites Mobs","lycanitesmobs:aspid","EntityAspid",171
"Lycanites Mobs","lycanitesmobs:astaroth","EntityAstaroth",123
"Lycanites Mobs","lycanitesmobs:balayang","EntityBalayang",221
"Lycanites Mobs","lycanitesmobs:banshee","EntityBanshee",181
"Lycanites Mobs","lycanitesmobs:barghest","EntityBarghest",105
"Lycanites Mobs","lycanitesmobs:behemoth","EntityBehemoth",144
"Lycanites Mobs","lycanitesmobs:beholder","EntityBeholder",151
"Lycanites Mobs","lycanitesmobs:belph","EntityBelph",202
"Lycanites Mobs","lycanitesmobs:bobeko","EntityBobeko",124
"Lycanites Mobs","lycanitesmobs:cacodemon","EntityCacodemon",110
"Lycanites Mobs","lycanitesmobs:calpod","EntityCalpod",197
"Lycanites Mobs","lycanitesmobs:cephignis","EntityCephignis",204
"Lycanites Mobs","lycanitesmobs:chupacabra","EntityChupacabra",108
"Lycanites Mobs","lycanitesmobs:cinder","EntityCinder",179
"Lycanites Mobs","lycanitesmobs:clink","EntityClink",160
"Lycanites Mobs","lycanitesmobs:cockatrice","EntityCockatrice",209
"Lycanites Mobs","lycanitesmobs:conba","EntityConba",212
"Lycanites Mobs","lycanitesmobs:concapede","EntityConcapedeHead",118
"Lycanites Mobs","lycanitesmobs:concapedesegment","EntityConcapedeSegment",199
"Lycanites Mobs","lycanitesmobs:crusk","EntityCrusk",116
"Lycanites Mobs","lycanitesmobs:cryptkeeper","EntityCryptkeeper",140
"Lycanites Mobs","lycanitesmobs:crystalshard","CustomProjectileModelEntity",1038
"Lycanites Mobs","lycanitesmobs:crystalshard","CustomProjectileModelEntity",1038
"Lycanites Mobs","lycanitesmobs:crystalshard","CustomProjectileModelEntity",1038
"Lycanites Mobs","lycanitesmobs:crystalshard","CustomProjectileModelEntity",1038
"Lycanites Mobs","lycanitesmobs:crystalshard","CustomProjectileModelEntity",1038
"Lycanites Mobs","lycanitesmobs:darkling","EntityDarkling",188
"Lycanites Mobs","lycanitesmobs:dawon","EntityDawon",146
"Lycanites Mobs","lycanitesmobs:devilgatling","EntityDevilGatling",1052
"Lycanites Mobs","lycanitesmobs:djinn","EntityDjinn",113
"Lycanites Mobs","lycanitesmobs:dweller","EntityDweller",176
"Lycanites Mobs","lycanitesmobs:eechetik","EntityEechetik",114
"Lycanites Mobs","lycanitesmobs:ent","EntityEnt",213
"Lycanites Mobs","lycanitesmobs:epion","EntityEpion",189
"Lycanites Mobs","lycanitesmobs:erepede","EntityErepede",184
"Lycanites Mobs","lycanitesmobs:ettin","EntityEttin",141
"Lycanites Mobs","lycanitesmobs:eyewig","EntityEyewig",126
"Lycanites Mobs","lycanitesmobs:fear","FearEntity",120
"Lycanites Mobs","lycanitesmobs:feradon","EntityFeradon",206
"Lycanites Mobs","lycanitesmobs:frostweaver","EntityFrostweaver",216
"Lycanites Mobs","lycanitesmobs:geist","EntityGeist",128
"Lycanites Mobs","lycanitesmobs:geken","EntityGeken",156
"Lycanites Mobs","lycanitesmobs:geonach","EntityGeonach",153
"Lycanites Mobs","lycanitesmobs:ghoul","EntityGhoul",119
"Lycanites Mobs","lycanitesmobs:gnekk","EntityGnekk",210
"Lycanites Mobs","lycanitesmobs:gorger","EntityGorger",175
"Lycanites Mobs","lycanitesmobs:gorgomite","EntityGorgomite",135
"Lycanites Mobs","lycanitesmobs:grell","EntityGrell",133
"Lycanites Mobs","lycanitesmobs:grigori","EntityGrigori",208
"Lycanites Mobs","lycanitesmobs:grue","EntityGrue",168
"Lycanites Mobs","lycanitesmobs:hellfirebarrier","EntityHellfireBarrier",1043
"Lycanites Mobs","lycanitesmobs:hellfirebarrierpart","EntityHellfireBarrierPart",1050
"Lycanites Mobs","lycanitesmobs:hellfireorb","EntityHellfireOrb",1047
"Lycanites Mobs","lycanitesmobs:hellfirewall","EntityHellfireWall",1042
"Lycanites Mobs","lycanitesmobs:hellfirewave","EntityHellfireWave",1049
"Lycanites Mobs","lycanitesmobs:hellfirewavepart","EntityHellfireWavePart",1041
"Lycanites Mobs","lycanitesmobs:helllaser","EntityHellLaser",1040
"Lycanites Mobs","lycanitesmobs:helllaserend","EntityHellLaserEnd",1046
"Lycanites Mobs","lycanitesmobs:hellshield","EntityHellShield",1051
"Lycanites Mobs","lycanitesmobs:herma","EntityHerma",163
"Lycanites Mobs","lycanitesmobs:hitarea","EntityHitArea",0
"Lycanites Mobs","lycanitesmobs:ignibus","EntityIgnibus",217
"Lycanites Mobs","lycanitesmobs:ika","EntityIka",162
"Lycanites Mobs","lycanitesmobs:ioray","EntityIoray",190
"Lycanites Mobs","lycanitesmobs:jabberwock","EntityJabberwock",150
"Lycanites Mobs","lycanitesmobs:jengu","EntityJengu",192
"Lycanites Mobs","lycanitesmobs:joust","EntityJoust",130
"Lycanites Mobs","lycanitesmobs:joustalpha","EntityJoustAlpha",122
"Lycanites Mobs","lycanitesmobs:khalk","EntityKhalk",129
"Lycanites Mobs","lycanitesmobs:kobold","EntityKobold",106
"Lycanites Mobs","lycanitesmobs:krake","EntityKrake",183
"Lycanites Mobs","lycanitesmobs:lacedon","EntityLacedon",104
"Lycanites Mobs","lycanitesmobs:laserend","LaserEndProjectileEntity",1045
"Lycanites Mobs","lycanitesmobs:lobber","EntityLobber",154
"Lycanites Mobs","lycanitesmobs:lurker","EntityLurker",149
"Lycanites Mobs","lycanitesmobs:maka","EntityMaka",205
"Lycanites Mobs","lycanitesmobs:makaalpha","EntityMakaAlpha",107
"Lycanites Mobs","lycanitesmobs:maug","EntityMaug",115
"Lycanites Mobs","lycanitesmobs:morock","EntityMorock",145
"Lycanites Mobs","lycanitesmobs:necrovore","EntityNecrovore",203
"Lycanites Mobs","lycanitesmobs:nymph","EntityNymph",134
"Lycanites Mobs","lycanitesmobs:pinky","EntityPinky",174
"Lycanites Mobs","lycanitesmobs:pixen","EntityPixen",200
"Lycanites Mobs","lycanitesmobs:quetzodracl","EntityQuetzodracl",170
"Lycanites Mobs","lycanitesmobs:quillbeast","EntityQuillbeast",159
"Lycanites Mobs","lycanitesmobs:rahovart","EntityRahovart",215
"Lycanites Mobs","lycanitesmobs:raiko","EntityRaiko",166
"Lycanites Mobs","lycanitesmobs:reaper","EntityReaper",167
"Lycanites Mobs","lycanitesmobs:reiver","EntityReiver",103
"Lycanites Mobs","lycanitesmobs:remobra","EntityRemobra",198
"Lycanites Mobs","lycanitesmobs:roa","EntityRoa",193
"Lycanites Mobs","lycanitesmobs:roc","EntityRoc",194
"Lycanites Mobs","lycanitesmobs:salamander","EntitySalamander",196
"Lycanites Mobs","lycanitesmobs:serpix","EntitySerpix",136
"Lycanites Mobs","lycanitesmobs:shade","EntityShade",180
"Lycanites Mobs","lycanitesmobs:shadowfirebarrier","EntityShadowfireBarrier",1044
"Lycanites Mobs","lycanitesmobs:shambler","EntityShambler",147
"Lycanites Mobs","lycanitesmobs:silex","EntitySilex",169
"Lycanites Mobs","lycanitesmobs:skylus","EntitySkylus",111
"Lycanites Mobs","lycanitesmobs:spectre","EntitySpectre",137
"Lycanites Mobs","lycanitesmobs:spriggan","EntitySpriggan",100
"Lycanites Mobs","lycanitesmobs:strider","EntityStrider",157
"Lycanites Mobs","lycanitesmobs:summoningportal","PortalEntity",1048
"Lycanites Mobs","lycanitesmobs:sutiramu","EntitySutiramu",178
"Lycanites Mobs","lycanitesmobs:sylph","EntitySylph",185
"Lycanites Mobs","lycanitesmobs:tarantula","EntityTarantula",214
"Lycanites Mobs","lycanitesmobs:thresher","EntityThresher",125
"Lycanites Mobs","lycanitesmobs:tpumpkyn","EntityTpumpkyn",219
"Lycanites Mobs","lycanitesmobs:treant","EntityTreant",165
"Lycanites Mobs","lycanitesmobs:tremor","EntityTremor",152
"Lycanites Mobs","lycanitesmobs:triffid","EntityTriffid",201
"Lycanites Mobs","lycanitesmobs:trite","EntityTrite",191
"Lycanites Mobs","lycanitesmobs:troll","EntityTroll",155
"Lycanites Mobs","lycanitesmobs:uvaraptor","EntityUvaraptor",117
"Lycanites Mobs","lycanitesmobs:vapula","EntityVapula",164
"Lycanites Mobs","lycanitesmobs:ventoraptor","EntityVentoraptor",195
"Lycanites Mobs","lycanitesmobs:vespid","EntityVespid",138
"Lycanites Mobs","lycanitesmobs:vespidqueen","EntityVespidQueen",102
"Lycanites Mobs","lycanitesmobs:volcan","EntityVolcan",186
"Lycanites Mobs","lycanitesmobs:vorach","EntityVorach",177
"Lycanites Mobs","lycanitesmobs:warg","EntityWarg",139
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:wendigo","EntityWendigo",112
"Lycanites Mobs","lycanitesmobs:wildkin","EntityWildkin",172
"Lycanites Mobs","lycanitesmobs:wisp","EntityWisp",173
"Lycanites Mobs","lycanitesmobs:wraamon","EntityWraamon",211
"Lycanites Mobs","lycanitesmobs:wraith","EntityWraith",158
"Lycanites Mobs","lycanitesmobs:xaphan","EntityXaphan",207
"Lycanites Mobs","lycanitesmobs:yale","EntityYale",187
"Lycanites Mobs","lycanitesmobs:zephyr","EntityZephyr",142
"Lycanites Mobs","lycanitesmobs:zoataur","EntityZoataur",131
"Maelstrom Mod","mm:alternative_maelstrom_gauntlet_stage_1","EntityAlternativeMaelstromGauntletStage1",135
"Maelstrom Mod","mm:alternative_maelstrom_gauntlet_stage_2","EntityAlternativeMaelstromGauntletStage2",136
"Maelstrom Mod","mm:azure_bullet","ProjectilePiercingBullet",229
"Maelstrom Mod","mm:azure_golem","EntityAzureGolem",107
"Maelstrom Mod","mm:azure_portal_spawn","EntityAzurePortalSpawn",209
"Maelstrom Mod","mm:azure_villager","EntityAzureVillager",105
"Maelstrom Mod","mm:beast_attack","ProjectileBeastAttack",203
"Maelstrom Mod","mm:beast_fireball","ProjectileBeastFireball",251
"Maelstrom Mod","mm:beast_quake","ProjectileBeastQuake",236
"Maelstrom Mod","mm:black_fireball","ProjectileBlackFireball",214
"Maelstrom Mod","mm:black_gold_sword_particle","ParticleSpawnerSwordSwing",501
"Maelstrom Mod","mm:bone","ProjectileBone",237
"Maelstrom Mod","mm:bone_quake","ProjectileBoneQuake",238
"Maelstrom Mod","mm:brownstone_cannon","ProjectileBrownstoneCannon",226
"Maelstrom Mod","mm:bullet","ProjectileBullet",204
"Maelstrom Mod","mm:chaos_fireball","ProjectileChaosFireball",244
"Maelstrom Mod","mm:chaos_knight","EntityChaosKnight",130
"Maelstrom Mod","mm:cliff_fly","EntityCliffFly",124
"Maelstrom Mod","mm:cliff_golem","EntityCliffGolem",122
"Maelstrom Mod","mm:cliff_portal_spawn","EntityCliffPortalSpawn",227
"Maelstrom Mod","mm:crimson_crystal","EntityCrimsonCrystal",254
"Maelstrom Mod","mm:crimson_portal_spawn","EntityCrimsonPortalSpawn",246
"Maelstrom Mod","mm:crimson_tower_spawner","EntityCrimsonTowerSpawner",242
"Maelstrom Mod","mm:crimson_wanderer","ProjectileCrimsonWanderer",253
"Maelstrom Mod","mm:dream_elk","EntityDreamElk",102
"Maelstrom Mod","mm:explosion_particle","ParticleSpawnerExplosion",500
"Maelstrom Mod","mm:explosive_drill","ProjectileExplosiveDrill",228
"Maelstrom Mod","mm:fireball","ProjectileFireball",212
"Maelstrom Mod","mm:floating_skull","EntityFloatingSkull",108
"Maelstrom Mod","mm:geyser","EntityGeyser",225
"Maelstrom Mod","mm:golden_boss","EntityGoldenBoss",119
"Maelstrom Mod","mm:golden_fireball","ProjectileGoldenFireball",222
"Maelstrom Mod","mm:golden_mage_attack","ProjectileGoldenMissile",220
"Maelstrom Mod","mm:golden_pillar","EntityGoldenPillar",116
"Maelstrom Mod","mm:golden_rune","EntityGoldenRune",218
"Maelstrom Mod","mm:healer_orb","EntityHealerOrb",243
"Maelstrom Mod","mm:herobrine_1","EntityHerobrineOne",109
"Maelstrom Mod","mm:herobrine_controller","Herobrine",110
"Maelstrom Mod","mm:herobrine_slash","ProjectileHerobrineQuake",213
"Maelstrom Mod","mm:homing_flame","ProjectileHomingFlame",252
"Maelstrom Mod","mm:horror","EntityHorror",101
"Maelstrom Mod","mm:horror_attack","ProjectileHorrorAttack",202
"Maelstrom Mod","mm:iron_shade","EntityIronShade",125
