+-------------------------------------+-------------------------------------------------------+--------------------------------------------------------------------------------------------------+------+
| Mod name                            | Registry name                                         | Entity class name                                                                                |   ID |
| Lycanites Mobs                      | lycanitesmobs:arix                                    | com.lycanitesmobs.core.entity.creature.EntityArix                                                |  109 |
| Lycanites Mobs                      | lycanitesmobs:asmodeus                                | com.lycanitesmobs.core.entity.creature.EntityAsmodeus                                            |  132 |
| Lycanites Mobs                      | lycanitesmobs:aspid                                   | com.lycanitesmobs.core.entity.creature.EntityAspid                                               |  171 |
| Lycanites Mobs                      | lycanitesmobs:astaroth                                | com.lycanitesmobs.core.entity.creature.EntityAstaroth                                            |  123 |
| Lycanites Mobs                      | lycanitesmobs:balayang                                | com.lycanitesmobs.core.entity.creature.EntityBalayang                                            |  221 |
| Lycanites Mobs                      | lycanitesmobs:banshee                                 | com.lycanitesmobs.core.entity.creature.EntityBanshee                                             |  181 |
| Lycanites Mobs                      | lycanitesmobs:barghest                                | com.lycanitesmobs.core.entity.creature.EntityBarghest                                            |  105 |
| Lycanites Mobs                      | lycanitesmobs:behemoth                                | com.lycanitesmobs.core.entity.creature.EntityBehemoth                                            |  144 |
| Lycanites Mobs                      | lycanitesmobs:beholder                                | com.lycanitesmobs.core.entity.creature.EntityBeholder                                            |  151 |
| Lycanites Mobs                      | lycanitesmobs:belph                                   | com.lycanitesmobs.core.entity.creature.EntityBelph                                               |  202 |
| Lycanites Mobs                      | lycanitesmobs:bobeko                                  | com.lycanitesmobs.core.entity.creature.EntityBobeko                                              |  124 |
| Lycanites Mobs                      | lycanitesmobs:cacodemon                               | com.lycanitesmobs.core.entity.creature.EntityCacodemon                                           |  110 |
| Lycanites Mobs                      | lycanitesmobs:calpod                                  | com.lycanitesmobs.core.entity.creature.EntityCalpod                                              |  197 |
| Lycanites Mobs                      | lycanitesmobs:cephignis                               | com.lycanitesmobs.core.entity.creature.EntityCephignis                                           |  204 |
| Lycanites Mobs                      | lycanitesmobs:chupacabra                              | com.lycanitesmobs.core.entity.creature.EntityChupacabra                                          |  108 |
| Lycanites Mobs                      | lycanitesmobs:cinder                                  | com.lycanitesmobs.core.entity.creature.EntityCinder                                              |  179 |
| Lycanites Mobs                      | lycanitesmobs:clink                                   | com.lycanitesmobs.core.entity.creature.EntityClink                                               |  160 |
| Lycanites Mobs                      | lycanitesmobs:cockatrice                              | com.lycanitesmobs.core.entity.creature.EntityCockatrice                                          |  209 |
| Lycanites Mobs                      | lycanitesmobs:conba                                   | com.lycanitesmobs.core.entity.creature.EntityConba                                               |  212 |
| Lycanites Mobs                      | lycanitesmobs:concapede                               | com.lycanitesmobs.core.entity.creature.EntityConcapedeHead                                       |  118 |
| Lycanites Mobs                      | lycanitesmobs:concapedesegment                        | com.lycanitesmobs.core.entity.creature.EntityConcapedeSegment                                    |  199 |
| Lycanites Mobs                      | lycanitesmobs:crusk                                   | com.lycanitesmobs.core.entity.creature.EntityCrusk                                               |  116 |
| Lycanites Mobs                      | lycanitesmobs:cryptkeeper                             | com.lycanitesmobs.core.entity.creature.EntityCryptkeeper                                         |  140 |
| Lycanites Mobs                      | lycanitesmobs:crystalshard                            | com.lycanitesmobs.core.entity.CustomProjectileModelEntity                                        | 1038 |
| Lycanites Mobs                      | lycanitesmobs:crystalshard                            | com.lycanitesmobs.core.entity.CustomProjectileModelEntity                                        | 1038 |
| Lycanites Mobs                      | lycanitesmobs:crystalshard                            | com.lycanitesmobs.core.entity.CustomProjectileModelEntity                                        | 1038 |
| Lycanites Mobs                      | lycanitesmobs:crystalshard                            | com.lycanitesmobs.core.entity.CustomProjectileModelEntity                                        | 1038 |
| Lycanites Mobs                      | lycanitesmobs:crystalshard                            | com.lycanitesmobs.core.entity.CustomProjectileModelEntity                                        | 1038 |
| Lycanites Mobs                      | lycanitesmobs:darkling                                | com.lycanitesmobs.core.entity.creature.EntityDarkling                                            |  188 |
| Lycanites Mobs                      | lycanitesmobs:dawon                                   | com.lycanitesmobs.core.entity.creature.EntityDawon                                               |  146 |
| Lycanites Mobs                      | lycanitesmobs:devilgatling                            | com.lycanitesmobs.core.entity.projectile.EntityDevilGatling                                      | 1052 |
| Lycanites Mobs                      | lycanitesmobs:djinn                                   | com.lycanitesmobs.core.entity.creature.EntityDjinn                                               |  113 |
| Lycanites Mobs                      | lycanitesmobs:dweller                                 | com.lycanitesmobs.core.entity.creature.EntityDweller                                             |  176 |
| Lycanites Mobs                      | lycanitesmobs:eechetik                                | com.lycanitesmobs.core.entity.creature.EntityEechetik                                            |  114 |
| Lycanites Mobs                      | lycanitesmobs:ent                                     | com.lycanitesmobs.core.entity.creature.EntityEnt                                                 |  213 |
| Lycanites Mobs                      | lycanitesmobs:epion                                   | com.lycanitesmobs.core.entity.creature.EntityEpion                                               |  189 |
| Lycanites Mobs                      | lycanitesmobs:erepede                                 | com.lycanitesmobs.core.entity.creature.EntityErepede                                             |  184 |
| Lycanites Mobs                      | lycanitesmobs:ettin                                   | com.lycanitesmobs.core.entity.creature.EntityEttin                                               |  141 |
| Lycanites Mobs                      | lycanitesmobs:eyewig                                  | com.lycanitesmobs.core.entity.creature.EntityEyewig                                              |  126 |
| Lycanites Mobs                      | lycanitesmobs:fear                                    | com.lycanitesmobs.core.entity.FearEntity                                                         |  120 |
| Lycanites Mobs                      | lycanitesmobs:feradon                                 | com.lycanitesmobs.core.entity.creature.EntityFeradon                                             |  206 |
| Lycanites Mobs                      | lycanitesmobs:frostweaver                             | com.lycanitesmobs.core.entity.creature.EntityFrostweaver                                         |  216 |
| Lycanites Mobs                      | lycanitesmobs:geist                                   | com.lycanitesmobs.core.entity.creature.EntityGeist                                               |  128 |
| Lycanites Mobs                      | lycanitesmobs:geken                                   | com.lycanitesmobs.core.entity.creature.EntityGeken                                               |  156 |
| Lycanites Mobs                      | lycanitesmobs:geonach                                 | com.lycanitesmobs.core.entity.creature.EntityGeonach                                             |  153 |
| Lycanites Mobs                      | lycanitesmobs:ghoul                                   | com.lycanitesmobs.core.entity.creature.EntityGhoul                                               |  119 |
| Lycanites Mobs                      | lycanitesmobs:gnekk                                   | com.lycanitesmobs.core.entity.creature.EntityGnekk                                               |  210 |
| Lycanites Mobs                      | lycanitesmobs:gorger                                  | com.lycanitesmobs.core.entity.creature.EntityGorger                                              |  175 |
| Lycanites Mobs                      | lycanitesmobs:gorgomite                               | com.lycanitesmobs.core.entity.creature.EntityGorgomite                                           |  135 |
| Lycanites Mobs                      | lycanitesmobs:grell                                   | com.lycanitesmobs.core.entity.creature.EntityGrell                                               |  133 |
| Lycanites Mobs                      | lycanitesmobs:grigori                                 | com.lycanitesmobs.core.entity.creature.EntityGrigori                                             |  208 |
| Lycanites Mobs                      | lycanitesmobs:grue                                    | com.lycanitesmobs.core.entity.creature.EntityGrue                                                |  168 |
| Lycanites Mobs                      | lycanitesmobs:hellfirebarrier                         | com.lycanitesmobs.core.entity.projectile.EntityHellfireBarrier                                   | 1043 |
| Lycanites Mobs                      | lycanitesmobs:hellfirebarrierpart                     | com.lycanitesmobs.core.entity.projectile.EntityHellfireBarrierPart                               | 1050 |
| Lycanites Mobs                      | lycanitesmobs:hellfireorb                             | com.lycanitesmobs.core.entity.projectile.EntityHellfireOrb                                       | 1047 |
| Lycanites Mobs                      | lycanitesmobs:hellfirewall                            | com.lycanitesmobs.core.entity.projectile.EntityHellfireWall                                      | 1042 |
| Lycanites Mobs                      | lycanitesmobs:hellfirewave                            | com.lycanitesmobs.core.entity.projectile.EntityHellfireWave                                      | 1049 |
| Lycanites Mobs                      | lycanitesmobs:hellfirewavepart                        | com.lycanitesmobs.core.entity.projectile.EntityHellfireWavePart                                  | 1041 |
| Lycanites Mobs                      | lycanitesmobs:helllaser                               | com.lycanitesmobs.core.entity.projectile.EntityHellLaser                                         | 1040 |
| Lycanites Mobs                      | lycanitesmobs:helllaserend                            | com.lycanitesmobs.core.entity.projectile.EntityHellLaserEnd                                      | 1046 |
| Lycanites Mobs                      | lycanitesmobs:hellshield                              | com.lycanitesmobs.core.entity.projectile.EntityHellShield                                        | 1051 |
| Lycanites Mobs                      | lycanitesmobs:herma                                   | com.lycanitesmobs.core.entity.creature.EntityHerma                                               |  163 |
| Lycanites Mobs                      | lycanitesmobs:hitarea                                 | com.lycanitesmobs.core.entity.EntityHitArea                                                      |    0 |
| Lycanites Mobs                      | lycanitesmobs:ignibus                                 | com.lycanitesmobs.core.entity.creature.EntityIgnibus                                             |  217 |
| Lycanites Mobs                      | lycanitesmobs:ika                                     | com.lycanitesmobs.core.entity.creature.EntityIka                                                 |  162 |
| Lycanites Mobs                      | lycanitesmobs:ioray                                   | com.lycanitesmobs.core.entity.creature.EntityIoray                                               |  190 |
| Lycanites Mobs                      | lycanitesmobs:jabberwock                              | com.lycanitesmobs.core.entity.creature.EntityJabberwock                                          |  150 |
| Lycanites Mobs                      | lycanitesmobs:jengu                                   | com.lycanitesmobs.core.entity.creature.EntityJengu                                               |  192 |
| Lycanites Mobs                      | lycanitesmobs:joust                                   | com.lycanitesmobs.core.entity.creature.EntityJoust                                               |  130 |
| Lycanites Mobs                      | lycanitesmobs:joustalpha                              | com.lycanitesmobs.core.entity.creature.EntityJoustAlpha                                          |  122 |
| Lycanites Mobs                      | lycanitesmobs:khalk                                   | com.lycanitesmobs.core.entity.creature.EntityKhalk                                               |  129 |
| Lycanites Mobs                      | lycanitesmobs:kobold                                  | com.lycanitesmobs.core.entity.creature.EntityKobold                                              |  106 |
| Lycanites Mobs                      | lycanitesmobs:krake                                   | com.lycanitesmobs.core.entity.creature.EntityKrake                                               |  183 |
| Lycanites Mobs                      | lycanitesmobs:lacedon                                 | com.lycanitesmobs.core.entity.creature.EntityLacedon                                             |  104 |
| Lycanites Mobs                      | lycanitesmobs:laserend                                | com.lycanitesmobs.core.entity.LaserEndProjectileEntity                                           | 1045 |
| Lycanites Mobs                      | lycanitesmobs:lobber                                  | com.lycanitesmobs.core.entity.creature.EntityLobber                                              |  154 |
| Lycanites Mobs                      | lycanitesmobs:lurker                                  | com.lycanitesmobs.core.entity.creature.EntityLurker                                              |  149 |
| Lycanites Mobs                      | lycanitesmobs:maka                                    | com.lycanitesmobs.core.entity.creature.EntityMaka                                                |  205 |
| Lycanites Mobs                      | lycanitesmobs:makaalpha                               | com.lycanitesmobs.core.entity.creature.EntityMakaAlpha                                           |  107 |
| Lycanites Mobs                      | lycanitesmobs:maug                                    | com.lycanitesmobs.core.entity.creature.EntityMaug                                                |  115 |
| Lycanites Mobs                      | lycanitesmobs:morock                                  | com.lycanitesmobs.core.entity.creature.EntityMorock                                              |  145 |
| Lycanites Mobs                      | lycanitesmobs:necrovore                               | com.lycanitesmobs.core.entity.creature.EntityNecrovore                                           |  203 |
| Lycanites Mobs                      | lycanitesmobs:nymph                                   | com.lycanitesmobs.core.entity.creature.EntityNymph                                               |  134 |
| Lycanites Mobs                      | lycanitesmobs:pinky                                   | com.lycanitesmobs.core.entity.creature.EntityPinky                                               |  174 |
| Lycanites Mobs                      | lycanitesmobs:pixen                                   | com.lycanitesmobs.core.entity.creature.EntityPixen                                               |  200 |
| Lycanites Mobs                      | lycanitesmobs:quetzodracl                             | com.lycanitesmobs.core.entity.creature.EntityQuetzodracl                                         |  170 |
| Lycanites Mobs                      | lycanitesmobs:quillbeast                              | com.lycanitesmobs.core.entity.creature.EntityQuillbeast                                          |  159 |
| Lycanites Mobs                      | lycanitesmobs:rahovart                                | com.lycanitesmobs.core.entity.creature.EntityRahovart                                            |  215 |
| Lycanites Mobs                      | lycanitesmobs:raiko                                   | com.lycanitesmobs.core.entity.creature.EntityRaiko                                               |  166 |
| Lycanites Mobs                      | lycanitesmobs:reaper                                  | com.lycanitesmobs.core.entity.creature.EntityReaper                                              |  167 |
| Lycanites Mobs                      | lycanitesmobs:reiver                                  | com.lycanitesmobs.core.entity.creature.EntityReiver                                              |  103 |
| Lycanites Mobs                      | lycanitesmobs:remobra                                 | com.lycanitesmobs.core.entity.creature.EntityRemobra                                             |  198 |
| Lycanites Mobs                      | lycanitesmobs:roa                                     | com.lycanitesmobs.core.entity.creature.EntityRoa                                                 |  193 |
| Lycanites Mobs                      | lycanitesmobs:roc                                     | com.lycanitesmobs.core.entity.creature.EntityRoc                                                 |  194 |
| Lycanites Mobs                      | lycanitesmobs:salamander                              | com.lycanitesmobs.core.entity.creature.EntitySalamander                                          |  196 |
| Lycanites Mobs                      | lycanitesmobs:serpix                                  | com.lycanitesmobs.core.entity.creature.EntitySerpix                                              |  136 |
| Lycanites Mobs                      | lycanitesmobs:shade                                   | com.lycanitesmobs.core.entity.creature.EntityShade                                               |  180 |
| Lycanites Mobs                      | lycanitesmobs:shadowfirebarrier                       | com.lycanitesmobs.core.entity.projectile.EntityShadowfireBarrier                                 | 1044 |
| Lycanites Mobs                      | lycanitesmobs:shambler                                | com.lycanitesmobs.core.entity.creature.EntityShambler                                            |  147 |
| Lycanites Mobs                      | lycanitesmobs:silex                                   | com.lycanitesmobs.core.entity.creature.EntitySilex                                               |  169 |
| Lycanites Mobs                      | lycanitesmobs:skylus                                  | com.lycanitesmobs.core.entity.creature.EntitySkylus                                              |  111 |
| Lycanites Mobs                      | lycanitesmobs:spectre                                 | com.lycanitesmobs.core.entity.creature.EntitySpectre                                             |  137 |
| Lycanites Mobs                      | lycanitesmobs:spriggan                                | com.lycanitesmobs.core.entity.creature.EntitySpriggan                                            |  100 |
| Lycanites Mobs                      | lycanitesmobs:strider                                 | com.lycanitesmobs.core.entity.creature.EntityStrider                                             |  157 |
| Lycanites Mobs                      | lycanitesmobs:summoningportal                         | com.lycanitesmobs.core.entity.PortalEntity                                                       | 1048 |
| Lycanites Mobs                      | lycanitesmobs:sutiramu                                | com.lycanitesmobs.core.entity.creature.EntitySutiramu                                            |  178 |
| Lycanites Mobs                      | lycanitesmobs:sylph                                   | com.lycanitesmobs.core.entity.creature.EntitySylph                                               |  185 |
| Lycanites Mobs                      | lycanitesmobs:tarantula                               | com.lycanitesmobs.core.entity.creature.EntityTarantula                                           |  214 |
| Lycanites Mobs                      | lycanitesmobs:thresher                                | com.lycanitesmobs.core.entity.creature.EntityThresher                                            |  125 |
| Lycanites Mobs                      | lycanitesmobs:tpumpkyn                                | com.lycanitesmobs.core.entity.creature.EntityTpumpkyn                                            |  219 |
| Lycanites Mobs                      | lycanitesmobs:treant                                  | com.lycanitesmobs.core.entity.creature.EntityTreant                                              |  165 |
| Lycanites Mobs                      | lycanitesmobs:tremor                                  | com.lycanitesmobs.core.entity.creature.EntityTremor                                              |  152 |
| Lycanites Mobs                      | lycanitesmobs:triffid                                 | com.lycanitesmobs.core.entity.creature.EntityTriffid                                             |  201 |
| Lycanites Mobs                      | lycanitesmobs:trite                                   | com.lycanitesmobs.core.entity.creature.EntityTrite                                               |  191 |
| Lycanites Mobs                      | lycanitesmobs:troll                                   | com.lycanitesmobs.core.entity.creature.EntityTroll                                               |  155 |
| Lycanites Mobs                      | lycanitesmobs:uvaraptor                               | com.lycanitesmobs.core.entity.creature.EntityUvaraptor                                           |  117 |
| Lycanites Mobs                      | lycanitesmobs:vapula                                  | com.lycanitesmobs.core.entity.creature.EntityVapula                                              |  164 |
| Lycanites Mobs                      | lycanitesmobs:ventoraptor                             | com.lycanitesmobs.core.entity.creature.EntityVentoraptor                                         |  195 |
| Lycanites Mobs                      | lycanitesmobs:vespid                                  | com.lycanitesmobs.core.entity.creature.EntityVespid                                              |  138 |
| Lycanites Mobs                      | lycanitesmobs:vespidqueen                             | com.lycanitesmobs.core.entity.creature.EntityVespidQueen                                         |  102 |
| Lycanites Mobs                      | lycanitesmobs:volcan                                  | com.lycanitesmobs.core.entity.creature.EntityVolcan                                              |  186 |
| Lycanites Mobs                      | lycanitesmobs:vorach                                  | com.lycanitesmobs.core.entity.creature.EntityVorach                                              |  177 |
| Lycanites Mobs                      | lycanitesmobs:warg                                    | com.lycanitesmobs.core.entity.creature.EntityWarg                                                |  139 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:waterjet                                | com.lycanitesmobs.core.entity.CustomProjectileEntity                                             | 1039 |
| Lycanites Mobs                      | lycanitesmobs:wendigo                                 | com.lycanitesmobs.core.entity.creature.EntityWendigo                                             |  112 |
| Lycanites Mobs                      | lycanitesmobs:wildkin                                 | com.lycanitesmobs.core.entity.creature.EntityWildkin                                             |  172 |
| Lycanites Mobs                      | lycanitesmobs:wisp                                    | com.lycanitesmobs.core.entity.creature.EntityWisp                                                |  173 |
| Lycanites Mobs                      | lycanitesmobs:wraamon                                 | com.lycanitesmobs.core.entity.creature.EntityWraamon                                             |  211 |
| Lycanites Mobs                      | lycanitesmobs:wraith                                  | com.lycanitesmobs.core.entity.creature.EntityWraith                                              |  158 |
| Lycanites Mobs                      | lycanitesmobs:xaphan                                  | com.lycanitesmobs.core.entity.creature.EntityXaphan                                              |  207 |
| Lycanites Mobs                      | lycanitesmobs:yale                                    | com.lycanitesmobs.core.entity.creature.EntityYale                                                |  187 |
| Lycanites Mobs                      | lycanitesmobs:zephyr                                  | com.lycanitesmobs.core.entity.creature.EntityZephyr                                              |  142 |
| Lycanites Mobs                      | lycanitesmobs:zoataur                                 | com.lycanitesmobs.core.entity.creature.EntityZoataur                                             |  131 |
| Maelstrom Mod                       | mm:alternative_maelstrom_gauntlet_stage_1             | com.barribob.MaelstromMod.entity.entities.gauntlet.EntityAlternativeMaelstromGauntletStage1      |  135 |
| Maelstrom Mod                       | mm:alternative_maelstrom_gauntlet_stage_2             | com.barribob.MaelstromMod.entity.entities.gauntlet.EntityAlternativeMaelstromGauntletStage2      |  136 |
| Maelstrom Mod                       | mm:azure_bullet                                       | com.barribob.MaelstromMod.entity.projectile.ProjectilePiercingBullet                             |  229 |
| Maelstrom Mod                       | mm:azure_golem                                        | com.barribob.MaelstromMod.entity.entities.EntityAzureGolem                                       |  107 |
| Maelstrom Mod                       | mm:azure_portal_spawn                                 | com.barribob.MaelstromMod.entity.util.EntityAzurePortalSpawn                                     |  209 |
| Maelstrom Mod                       | mm:azure_villager                                     | com.barribob.MaelstromMod.entity.entities.EntityAzureVillager                                    |  105 |
| Maelstrom Mod                       | mm:beast_attack                                       | com.barribob.MaelstromMod.entity.projectile.ProjectileBeastAttack                                |  203 |
| Maelstrom Mod                       | mm:beast_fireball                                     | com.barribob.MaelstromMod.entity.projectile.ProjectileBeastFireball                              |  251 |
| Maelstrom Mod                       | mm:beast_quake                                        | com.barribob.MaelstromMod.entity.projectile.ProjectileBeastQuake                                 |  236 |
| Maelstrom Mod                       | mm:black_fireball                                     | com.barribob.MaelstromMod.entity.projectile.ProjectileBlackFireball                              |  214 |
| Maelstrom Mod                       | mm:black_gold_sword_particle                          | com.barribob.MaelstromMod.entity.particleSpawners.ParticleSpawnerSwordSwing                      |  501 |
| Maelstrom Mod                       | mm:bone                                               | com.barribob.MaelstromMod.entity.projectile.ProjectileBone                                       |  237 |
| Maelstrom Mod                       | mm:bone_quake                                         | com.barribob.MaelstromMod.entity.projectile.ProjectileBoneQuake                                  |  238 |
| Maelstrom Mod                       | mm:brownstone_cannon                                  | com.barribob.MaelstromMod.entity.projectile.ProjectileBrownstoneCannon                           |  226 |
| Maelstrom Mod                       | mm:bullet                                             | com.barribob.MaelstromMod.entity.projectile.ProjectileBullet                                     |  204 |
| Maelstrom Mod                       | mm:chaos_fireball                                     | com.barribob.MaelstromMod.entity.projectile.ProjectileChaosFireball                              |  244 |
| Maelstrom Mod                       | mm:chaos_knight                                       | com.barribob.MaelstromMod.entity.entities.EntityChaosKnight                                      |  130 |
| Maelstrom Mod                       | mm:cliff_fly                                          | com.barribob.MaelstromMod.entity.entities.EntityCliffFly                                         |  124 |
| Maelstrom Mod                       | mm:cliff_golem                                        | com.barribob.MaelstromMod.entity.entities.EntityCliffGolem                                       |  122 |
| Maelstrom Mod                       | mm:cliff_portal_spawn                                 | com.barribob.MaelstromMod.entity.util.EntityCliffPortalSpawn                                     |  227 |
| Maelstrom Mod                       | mm:crimson_crystal                                    | com.barribob.MaelstromMod.entity.entities.gauntlet.EntityCrimsonCrystal                          |  254 |
| Maelstrom Mod                       | mm:crimson_portal_spawn                               | com.barribob.MaelstromMod.entity.EntityCrimsonPortalSpawn                                        |  246 |
| Maelstrom Mod                       | mm:crimson_tower_spawner                              | com.barribob.MaelstromMod.entity.util.EntityCrimsonTowerSpawner                                  |  242 |
| Maelstrom Mod                       | mm:crimson_wanderer                                   | com.barribob.MaelstromMod.entity.projectile.ProjectileCrimsonWanderer                            |  253 |
| Maelstrom Mod                       | mm:dream_elk                                          | com.barribob.MaelstromMod.entity.entities.EntityDreamElk                                         |  102 |
| Maelstrom Mod                       | mm:explosion_particle                                 | com.barribob.MaelstromMod.entity.particleSpawners.ParticleSpawnerExplosion                       |  500 |
| Maelstrom Mod                       | mm:explosive_drill                                    | com.barribob.MaelstromMod.entity.projectile.ProjectileExplosiveDrill                             |  228 |
| Maelstrom Mod                       | mm:fireball                                           | com.barribob.MaelstromMod.entity.projectile.ProjectileFireball                                   |  212 |
| Maelstrom Mod                       | mm:floating_skull                                     | com.barribob.MaelstromMod.entity.entities.EntityFloatingSkull                                    |  108 |
| Maelstrom Mod                       | mm:geyser                                             | com.barribob.MaelstromMod.entity.projectile.EntityGeyser                                         |  225 |
| Maelstrom Mod                       | mm:golden_boss                                        | com.barribob.MaelstromMod.entity.entities.EntityGoldenBoss                                       |  119 |
| Maelstrom Mod                       | mm:golden_fireball                                    | com.barribob.MaelstromMod.entity.projectile.ProjectileGoldenFireball                             |  222 |
| Maelstrom Mod                       | mm:golden_mage_attack                                 | com.barribob.MaelstromMod.entity.projectile.ProjectileGoldenMissile                              |  220 |
| Maelstrom Mod                       | mm:golden_pillar                                      | com.barribob.MaelstromMod.entity.entities.EntityGoldenPillar                                     |  116 |
| Maelstrom Mod                       | mm:golden_rune                                        | com.barribob.MaelstromMod.entity.projectile.EntityGoldenRune                                     |  218 |
| Maelstrom Mod                       | mm:healer_orb                                         | com.barribob.MaelstromMod.entity.projectile.EntityHealerOrb                                      |  243 |
| Maelstrom Mod                       | mm:herobrine_1                                        | com.barribob.MaelstromMod.entity.entities.EntityHerobrineOne                                     |  109 |
| Maelstrom Mod                       | mm:herobrine_controller                               | com.barribob.MaelstromMod.entity.entities.Herobrine                                              |  110 |
| Maelstrom Mod                       | mm:herobrine_slash                                    | com.barribob.MaelstromMod.entity.projectile.ProjectileHerobrineQuake                             |  213 |
| Maelstrom Mod                       | mm:homing_flame                                       | com.barribob.MaelstromMod.entity.projectile.ProjectileHomingFlame                                |  252 |
| Maelstrom Mod                       | mm:horror                                             | com.barribob.MaelstromMod.entity.entities.EntityHorror                                           |  101 |
| Maelstrom Mod                       | mm:horror_attack                                      | com.barribob.MaelstromMod.entity.projectile.ProjectileHorrorAttack                               |  202 |
| Maelstrom Mod                       | mm:iron_shade                                         | com.barribob.MaelstromMod.entity.entities.EntityIronShade                                        |  125 |
| Maelstrom Mod                       | mm:large_golden_rune                                  | com.barribob.MaelstromMod.entity.projectile.EntityLargeGoldenRune                                |  241 |
| Maelstrom Mod                       | mm:maelstrom_beast                                    | com.barribob.MaelstromMod.entity.entities.EntityMaelstromBeast                                   |  126 |
| Maelstrom Mod                       | mm:maelstrom_cannon                                   | com.barribob.MaelstromMod.entity.projectile.ProjectileMaelstromCannon                            |  205 |
